id|cod_teatro|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|cod_orig|end_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|compl_logradouro|bairro|cep|ddd|telefone1|telefone2|fax|email|site|esfera_adm|tipo_esfera|sniic_n1|sniic_n2|sniic_n3|cnpj|situacao|cod_adm|tipo|numero_lugares|data_inauguracao|ano_inauguracao|ano_desaparecimento|data_info
762|3324400|-43.1746|-22.908444|1|RJ|Rio de Janeiro|3304557|Teatro SESC Ginástico|779|Avenida Graça Aranha, 187|Centro|20030-003|AV|GRACA ARANHA| |187| |CENTRO|20030-003|21|2279-4025|2279-4027| | |www.sescrio.org.br|Privada| |1|1.3|1.3.2| |1| |Italiano|664|04-NOV-1938|1938| |02-FEB-2007
763|3324500|-43.17404|-22.909966|1|RJ|Rio de Janeiro|3304557|Teatro SESI - Rio de Janeiro|795|Avenida Graça Aranha, 1|Centro|20030-002|AV|GRACA ARANHA| |1| |CENTRO|20030-002|21|2563-4163|2563-4455| |teatro.sesi@firjan.org.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|350| |1994| |05-DEC-2007
764|3324600|-43.255147|-22.86705|2|RJ|Rio de Janeiro|3304557|Teatro SUAM|769|Praça das Nações, 88-A|Bonsucesso|21041-010|PCA|DAS NACOES| |0| |BONSUCESSO|21041-010|21|2270-7082| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|745| | | |25-MAY-1995
765|3324700|-43.217407|-22.966012|1|RJ|Rio de Janeiro|3304557|Teatro Tablado|796|Av. Lineu de Paula Machado, 795|Jardim Botânico|22470-040|AV|LINEU DE PAULA MACHADO| |795| |JARDIM BOTANICO|22470-040|21|2294-7847| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|208|29-OCT-1951|1951| |29-MAY-2003
766|3324800|-43.187624|-22.966336|2|RJ|Rio de Janeiro|3304557|Teatro Tereza Rachel|205|Rua Siqueira Campos, 143|Copacabana|22031-070|R|SIQUEIRA CAMPOS| |143| |COPACABANA|22031-070|21|2235-1113| | | | |Privada| |1|1.3|1.3.2| |6| |Italiano|550| | | |03-MAR-1999
767|3324900|-43.201677|-22.959805|1|RJ|Rio de Janeiro|3304557|Teatro UniverCidade|774|Rua Humaitá, 275|Humaitá|22261-000|R|HUMAITA| |275| |HUMAITA|22261-000|21|2527-1497|2266-4396| |teatro@facdacidade.br|www.rio.rj.gov.br/culturas/univercidade|Privada| |1|1.3|1.3.2| |1| |Italiano|216| | | |22-NOV-2005
768|3325000|-43.228372|-22.975695|2|RJ|Rio de Janeiro|3304557|Teatro Vannucci|798|R.Marquês de S.Vicente, 52-Shopping da Gávea, 3o.piso|Gávea|22451-040|R|DE SAO VICENTE| |52|SHOPPING DA GAVEA, 3OPISO|GAVEA|22451-040|21|2274-7246|2239-8545| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|427| |1978| |19-FEB-2009
769|3325100|-43.175445|-22.960903|1|RJ|Rio de Janeiro|3304557|Teatro Villa-Lobos - Espaço III-Sala Arnaldo Niskier|23|Avenida Princesa Isabel, 440|Copacabana|22011-010|AV|PRINCESA ISABEL| |440| |COPACABANA|22011-010|21|2275-6695| |2541-6799| | |Pública|Municipal|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|57| | | |25-SEP-1998
770|3325200|-43.223624|-22.919274|2|RJ|Rio de Janeiro|3304557|Teatro Wallace Meirelles (Monte Sinai)|174|Rua São Francisco Xavier, 104|Tijuca|20521-000|R|SAO FRANCISCO XAVIER| |104| |TIJUCA|20521-000|21|3872-2860| |2254-5744|wmeirelles@ig.com.br|www.wallacemeirelles.vila.bol.com.br|Privada| |1|1.3|1.3.2| |1| |Italiano|460| |1976| |26-JUN-2004
771|3325300|-43.217873|-22.982528|1|RJ|Rio de Janeiro|3304557|TeatroOi Casa Grande|2312|Av. Afrânio de Melo Franco, 290 (Shopping Leblon)|Leblon|22430-060|AV|AFRANIO DE MELO FRANCO| |290|(SHOPPING LEBLON)|LEBLON|22430-060|21|2239-4046| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|950| |1966| |21-MAY-2008
772|3325400|-43.178994|-22.901557|2|RJ|Rio de Janeiro|3304557|Teatros da Brasilseg, Brasilcap e BrasilSaúde|165|Av.Rio Branco esq.com Av.Pres.Vargas|Centro| |AV|RIO BRANCO| |0|ESQCOM AVPRESVARGAS|CENTRO| | | | | | | |Pública|Federal|1|1.3|1.3.1| |7|0| | | | | |18-DEC-1996
773|3325500|-43.222919|-22.981133|1|RJ|Rio de Janeiro|3304557|Teatros.Art - Espaço Cultural Leblon - Sala Fernanda Montenegro|90|Rua Conde Bernadotte, 26|Leblon|22430-200|R|CONDE BERNADOTTE| |26| |LEBLON|22430-200|21|2274-3536|2294-0347| |teatros@teatros.art.br|www.teatros.art.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|416| |1996| |02-FEB-2007
774|3325600|-43.222919|-22.981133|1|RJ|Rio de Janeiro|3304557|Teatros.Art - Espaço Cultural Leblon - Sala Marília Pêra|2390|Rua Conde Bernadotte, 26|Leblon|22430-200|R|CONDE BERNADOTTE| |26| |LEBLON|22430-200|21|2294-0347|2511-2791| |teatros@teatros.art.br|www.teatros.art.br/|Privada| |1|1.3|1.3.2| |1|0|Italiano|482| |1993| |02-FEB-2007
775|3325700|-43.222919|-22.981133|1|RJ|Rio de Janeiro|3304557|Teatros.Art - Espaço Cultural Leblon - Sala Tônia Carrero|2406|Rua Conde Bernadotte, 26|Leblon|22430-200|R|CONDE BERNADOTTE| |26| |LEBLON|22430-200|21|2274-3536|2294-0347| |teatros@teatros.art.br|www.teatros.art.br/|Privada| |1|1.3|1.3.2| |1|0|Italiano|416| |1996| |02-FEB-2007
776|3325800|-43.227617|-22.97532|1|RJ|Rio de Janeiro|3304557|Teatros.Art - Teatro das Artes|2004|R.Marquês de S.Vicente, 52 -Shopping da Gávea|Gávea|22451-040|R|MARQUES DE SAO VICENTE| |52|-SHOPPING DA GAVEA|GAVEA|22451-040|21|2540-6004| |2274-4532|teatrodasartes@bol.com.br|www.teatros.art.br/|Privada| |1|1.3|1.3.2| |1| |Italiano|500|06-NOV-1998|1998| |02-FEB-2007
777|3325900|-43.349058|-23.000449|2|RJ|Rio de Janeiro|3304557|Teatros.Art - Teatro dos Grandes Atores - Sala Azul|1001|Av.das Américas, 3.555-Shop.BarraSquare|Barra da Tijuca|22631-003|AV|AMERICAS| |3555|SHOPBARRASQUARE|BARRA DA TIJUCA|22631-003|21|3325-1645| |2430-7118|teatros@teatros.art.br|www.teatros.art.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|400| |1995| |02-FEB-2007
778|3326000|-43.349069|-23.000466|2|RJ|Rio de Janeiro|3304557|Teatros.Art - Teatro dos Grandes Atores - Sala Vermelha|1000|Av.das Américas, 3.555-Shoping Barra Square|Barra da Tijuca|22631-003|AV|AMERICAS| |3555|SHOPING BARRA SQUARE|BARRA DA TIJUCA|22631-003|21|3325-1655|3325-1645| |teatros@teatros.art.br|www.teatros.art.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|400| |1995| |02-FEB-2007
779|3326100|-43.255149|-22.992863|1|RJ|Rio de Janeiro|3304557|Teatros.Art - Teatro Fashion Mall|2447|Estrada da Gávea ,899 - 2º piso|São Conrado|22610-001|ESTR|DA GAVEA| |899|- 2º PISO|SAO CONRADO|22610-001|21|3222-2495| | |teatros@teatros.art.br|www.teatros.art.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|500|10-JAN-2009|2009| |05-JAN-2009
780|3326200|-43.234879|-22.913392|2|RJ|Rio de Janeiro|3304557|UERJ - Teatro Noel Rosa|1126|Rua São Francisco Xavier, 524|Maracanã|20559-900|R|SAO FRANCISCO XAVIER| |524| |MARACANA|20559-900|21|2587-7481|2587-7116|2284-5088|decult3@uerj.rj|http://www.uerj.br/modulos/kernel/index.php?pagina=18|Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|256| |1997| |08-FEB-2007
781|3326300|-43.234868|-22.913414|2|RJ|Rio de Janeiro|3304557|UERJ - Teatro Odylo Costa, filho|160|Rua São Francisco Xavier, 524|Maracanã|20559-900|R|SAO FRANCISCO XAVIER| |524| |MARACANA|20559-900|21|2587-7481|2587-7116| |decult3@uerj.br|http://www.uerj.br/modulos/kernel/index.php?pagina=17|Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|1106|28-JUL-1997|1997| |08-FEB-2007
782|3326400|-43.172891|-22.952596|1|RJ|Rio de Janeiro|3304557|UFRJ - Teatro de Arena|57|Avenida Pasteur, 250|Urca|22290-240|AV|PASTEUR| |250| |URCA|22290-240|21| | | | | |Pública|Federal|1|1.3|1.3.1| |1| |Arena| | | | |01-JUN-1994
783|3326500|-43.176004|-22.952682|1|RJ|Rio de Janeiro|3304557|UFRJ - Teatro Qorpo Santo|1254|Avenida Venceslau Brás, 71 - fundos|Urca|22290-140|AV|VENCESLAU BRAS| |71|- FUNDOS|URCA|22290-140|21|2295-2549| |2295-2549|gabdiretor@ipub.ufrj.br| |Pública|Federal|1|1.3|1.3.1| |2| |Arquitetônico Alternativo|70| | | |29-JAN-2007
784|3326600|-43.168933|-22.954108|1|RJ|Rio de Janeiro|3304557|Uni-Rio - Sala Glauce Rocha|2314|Avenida Pasteur, 426|Urca|22290-240|AV|PASTEUR| |426| |URCA|22290-240|21|2295-2548| | |vicereitoria@unirio.br| |Pública|Federal|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|120| |1981| |16-SEP-2002
785|3326700|-43.168933|-22.954108|1|RJ|Rio de Janeiro|3304557|Uni-Rio - Sala Paschoal C. Magno|149|Avenida Pasteur, 426|Urca|22290-240|AV|PASTEUR| |426| |URCA|22290-240|21|2295-2548| | | | |Pública|Federal|1|1.3|1.3.1| |1| |Italiano|90| |1981| |16-SEP-2002
786|3326800|-43.170618|-22.953608|1|RJ|Rio de Janeiro|3304557|Uni-Rio - Teatro de Arena|146|Avenida Pasteur, 404|Urca|22290-240|AV|PASTEUR| |404| |URCA|22290-240|21|2295-2548| | | | |Pública|Federal|1|1.3|1.3.1| |1| |Arena|120| |1981| |29-MAY-1995
787|3326900|-43.188315|-22.91564|1|RJ|Rio de Janeiro|3304557|Via Arte 22 - Teatro|1210|Avenida N.S. de Fátima, 22|Centro|20240-051|AV|NOSSA SENHORA DE FATIMA| |22| |CENTRO|20240-051|21| | | | | |Privada| |1|1.3|1.3.2| |1|0| |300| | | |15-NOV-1996
788|3327000|-43.17152|-22.913239|2|RJ|Rio de Janeiro|3304557|Vivo Rio|2438|Av. Infante Dom Henrique, 85 - MAM|Parque do Flamengo| |AV|INFANTE DOM HENRIQUE| |85|- MAM|PARQUE DO FLAMENGO| |21|2272-2900| | |www.vivorio.com.br/fale.swf|www.vivorio.com.br|Privada| |1|1.3|1.3.2| |1|0|Italiano| | | | |20-APR-2007
789|3327100|-42.179687|-21.546051|1|RJ|Santo Antônio de Pádua|3304706|Teatro Municipal Geraldo Tavares André|2117|Rua Major Padilha, 325| |28470-000|R|MAJOR PADILHA| |325| | |28470-000|22|3851-0005| | | | |Pública|Municipal|1|1.3|1.3.1| |1|43|Italiano|130| |1996| |16-SEP-2002
790|3327200|-43.003217|-22.822529|2|RJ|São Gonçalo|3304904|Cine-Teatro Alcântara|2077|Rua Capitão Antônio Marins, 183|Alcântara|24710-400|R|CAPITAO ANTONIO MARINS| |183| |ALCANTARA|24710-400|21|2701-4226|2701-1947| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|180| |1995| |27-JUN-2004
791|3327300|-43.057028|-22.828097|2|RJ|São Gonçalo|3304904|Teatro do Icbeu|185| | | | | | |0| | | |21| | | | | |Privada| |1|1.3|1.3.2| |4| |Italiano| | | | |06-APR-1997
792|3327400|-43.063771|-22.827286|2|RJ|São Gonçalo|3304904|Teatro George Gomes|11|Rua Oliveira Botelho, s/n.| | | | | |S/N| | | |21| | | | | |Pública|Municipal|1|1.3|1.3.1| |2| |Italiano| | | | |06-APR-1997
793|3327500|-43.015226|-22.838153|1|RJ|São Gonçalo|3304904|Teatro Odete São Paio|1279|Rua Dirceu Valente, 54|Colubandê|24451-540|R|DIRCEU VALENTE| |54| |COLUBANDE|24451-540|21|2603-2527| | |gfluarte@aol.com| |Privada| |1|1.3|1.3.2| |1| |Italiano|157| |1998| |16-SEP-2002
794|3327600|-43.038826|-22.820427|2|RJ|São Gonçalo|3304904|Teatro SESC - São Gonçalo|1262|Av. Presidente Kennedy, 755|Centro|24445-000|AV|PRESIDENTE KENNEDY| |755| |CENTRO|24445-000|21|2604-7557| | |sescsaogoncalo@infolink.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|300|18-SEP-1988|1998| |16-SEP-2002
795|3327700|-43.366653|-22.804119|2|RJ|São João de Meriti|3305109|Teatro SESC - São João de Meriti|13|Avenida Automóvel Clube, 66|Tomás Coelho|20765-000|AV|AUTOMOVEL CLUBE| |66| |TOMAS COELHO|20765-000|21|2756-6177|2756-4615| |sescsaojoao@infolink.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|402| |1976| |16-SEP-2002
796|3327800|-42.498008|-22.931867|1|RJ|Saquarema|3305505|Teatro Municipal de Saquarema|1189|rua Coronel Madureira, 77|Centro|28990-000|R|CORONEL MADUREIRA| |77| |CENTRO|28990-000|22|2651-2254| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|162| |1990| |16-SEP-2002
797|3327900|-42.969667|-22.43667|2|RJ|Teresópolis|3305802|Casa de Cultura de Teresópolis-Teatro Adolpho Bloch|2055|Praça Juscelino Kubitschek de Oliveira, s/n|Fátima|25960-790|PCA|JUSCELINO KUBITSCHEK DE OLIVEIRA| |S/N| |FATIMA|25960-790|21|2742-3352| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|130| |1988| |16-SEP-2002
798|3328000|-42.978079|-22.438257|2|RJ|Teresópolis|3305802|Teatro Higino|164|Rua Jorge Lossio, 207|Alto|25960-130|R|JORGE LOSSIO| |207| |ALTO|25960-130|21|2742-5644|2642-4090| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|650| |1946| |16-SEP-2002
799|3328100|-42.97357|-22.418142|2|RJ|Teresópolis|3305802|Teatro Municipal deTeresópolis|2310|Rua Feliciano Sodré, 675| |25963-001|R|FELICIANO SODRE| |675| | |25963-001|21|2742-3352| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|152| |2000| |16-SEP-2002
800|3328200|-42.965126|-22.410768|2|RJ|Teresópolis|3305802|Teatro SESC - Teresópolis|2226|Avenida Delfim Moreira, 749| |25953-184|AV|DELFIM MOREIRA| |749| | |25953-184|21|2742-0047| | |sescteresopolis@gbl.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|247| |2000| |16-SEP-2002
801|3328300|-43.218953|-22.117002|2|RJ|Três Rios|3306008|Teatro Celso Peçanha|165|Praça São Sebastião, s/n.| | | | | |S/N| | | |24|2252-0158| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|340| |1962| |16-SEP-2002
802|3328400|-43.708176|-22.247401|2|RJ|Valença|3306107|Teatro Rosinha de Valença|1088|Rua Souza Nunes, 719| |27600-000|R|SOUZA NUNES| |719| | |27600-000|24|2453-2615| | |cultura@valenca.rj.gov.br| |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|200| |1987| |16-SEP-2002
803|3328500|-44.104344|-22.521452|2|RJ|Volta Redonda|3306305|Teatro GACEMSS|74|Rua 14, Galeria Gacemss 22|Vila S Cecília|27261-010|R|14| |22|GALERIA GACEMSS|VILA S CECILIA|27261-010|24|3342-4202|3343-3033|3342-4202|cultura@gacemss.com.br|www.gacemss.com.br|Privada| |1|1.3|1.3.2| |1|43|Italiano|442| |1981| |16-SEP-2002
804|3328600|-44.104357|-22.521432|2|RJ|Volta Redonda|3306305|Teatro GACEMSS - Sala Paulo Fleming|1113|Rua 14, Galeria Gacemss, 22|Vila S Cecília|27261-010|R|14| |22|GALERIA GACEMSS|VILA S CECILIA|27261-010|24|3342-4202|3343-3033|3342-4202|cultura@gacemss.com.br|www.gacemss.com.br|Privada| |1|1.3|1.3.2| |1|43|Italiano|120| |1987| |16-SEP-2002
805|3500100|-49.310806|-22.72197|1|SP|Agudos|3500709|Teatro Municipal de Agudos|2165|Praça Tiradentes, s/n|Centro|17120-000|PCA|TIRADENTES| |S/N| |CENTRO|17120-000| | | | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|432| |1910| |14-OCT-2001
806|3500200|-47.323829|-22.742324|2|SP|Americana|3501608|Teatro de Arena de Americana|1038|Rua Sergipe, 80| |13465-000|R|SERGIPE| |80| | |13465-000|19| | | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Arena|800| | | |01-JAN-1990
807|3500300|-47.331942|-22.744221|2|SP|Americana|3501608|Teatro Municipal de Americana|1037|Rua Gonçalves Dias, 696| |13465-000|R|GONCALVES DIAS| |696| | |13465-000|19|261-3045| | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|846| |1988| |16-SEP-2002
808|3500400|-46.760364|-22.702365|2|SP|Amparo|3501905|Teatro São Benedito|1039|Rua São Benedito, 117| |13900-000|R|SAO BENEDITO| |117| | |13900-000|19| | | | | |Privada| |1|1.3|1.3.2| |1|0| |200| | | |01-JAN-1990
809|3500500|-50.452137|-21.210462|2|SP|Araçatuba|3502804|Teatro Floriano Camargo Arruda|1005|Rua Dr. Luiz Nogueira Martins, 280| |16000-000|R|DOUTOR LUIZ NOGUEIRA MARTINS| |280| | |16000-000|18|620-6514| | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|330| |1988| |16-SEP-2002
810|3500600|-50.443209|-21.213011|1|SP|Araçatuba|3502804|Teatro Municipal Paulo Alcides Jorge|802|Rua Armando Salles de Oliveira, s/n| |16025-110|R|ARMANDO SALLES DE OLIVEIRA| |S/N| | |16025-110|18|620-6514| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|200| |1981| |16-SEP-2002
811|3500700|-48.17894|-21.779082|1|SP|Araraquara|3503208|Teatro Municipal de Araraquara|803|Avenida Bento de Abreu, s/n|Centro|14802-396|AV|BENTO DE ABREU| |S/N| |CENTRO|14802-396|16|236-5183|236-5264| | | |Pública|Municipal|1|1.3|1.3.1| |1| |Ópera|460| |1977| |16-SEP-2002
812|3500800|-48.187545|-21.80299|1|SP|Araraquara|3503208|Teatro SESC - Araraquara|2229|Rua Castro Alves, 1.315|Quitandinha|14800-140|R|CASTRO ALVES| |1315| |QUITANDINHA|14800-140|16|3301-7500| |3301-7502|email@araraquara.sescsp.org.br|www.sescsp.org.br|Privada| |1|1.3|1.3.2| |1| |Italiano|238| |2000| |28-FEB-2007
813|3500900|-48.156442|-21.776635|1|SP|Araraquara|3503208|Teatro SESI - Araraquara|2411|Av. Octaviano de Arruda Campos, 686|Jd. Floridiana|14810-225|AV|OCTAVIANO DE ARRUDA CAMPOS| |686| |JD. FLORIDIANA|14810-225|16|3337-3100| | |suararaq@sesisp.org.br|www.sesisp.org.br/araraquara|Privada| |1|1.3|1.3.2| |1| | | | | | |15-FEB-2007
814|3501000|-47.3895|-22.360514|2|SP|Araras|3503307|Teatro Estadual de Araras Maestro Francisco P. Russo|1127|Rua Dona Renata, 401|Jardim Santa Cruz|13600-000|R|DONA RENATA| |401| |JARDIM SANTA CRUZ|13600-000|19|541-5476| | |araras@dape.com.br|www.dape.com.br/araras/Pages/teatro.htm|Pública|Estadual|1|1.3|1.3.1| |1|0|Italiano|466|07-JUL-1991|1991| |15-SEP-2002
815|3501100|-47.169574|-22.574848|1|SP|Artur Nogueira|3503802|Teatro Municipal Renê Marcos Posi|2164|Rua Primeiro de Janeiro, 1650|Centro|13160-000|R|PRIMEIRO DE JANEIRO| |1650| |CENTRO|13160-000|19| | | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|213| | | |19-AUG-1997
816|3501200|-46.323139|-23.396067|2|SP|Arujá|3503901|Cine-Teatro Arujá|178|Praça Benedito Ferreira Franco, 59| |07400-000|PCA|BENEDITO FERREIRA FRANCO| |59| | |07400-000|11| | | | | |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|1000| | | |31-OCT-1996
817|3501300|-50.402254|-22.662284|2|SP|Assis|3504008|Cine-Teatro São Vicente|1010|Rua Padre David, s/n|Lg da Catedral|19800-000|R|PADRE DAVID| |S/N| |LG DA CATEDRAL|19800-000|18| | | | | | | |1|1.3| | |1|0| |600| | | |01-JAN-1990
818|3501400|-50.415134|-22.662445|2|SP|Assis|3504008|Teatro Padre Enzo Ticinelli|2171|Rua Floriano Peixoto, 757|Centro|19800-000|R|FLORIANO PEIXOTO| |757| |CENTRO|19800-000|18|322-2613|322-2619| |facjl@femanet.com.br| |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|440| |1992| |16-SEP-2002
819|3501500|-46.55249|-23.116567|2|SP|Atibaia|3504107|Cine-Teatro Atibaia|2167|Rua José Alvim, 347|Centro|12940-000|R|JOSE ALVIM| |347| |CENTRO|12940-000|19| | | | | |Privada| |1|1.3|1.3.2| |1|0|Italiano|630| | | |08-SEP-1997
820|3501600|-48.73642|-22.076332|2|SP|Bariri|3505203|Espaço Cultural de Bariri|1023|Praça A.A. Oréfice, 40| |17250-000|PCA|AA OREFICE| |40| | |17250-000|14| | | | | |Pública|Municipal|1|1.3|1.3.1| |1|0| |250| | | |01-JAN-1990
821|3501700|-48.553046|-22.493074|1|SP|Barra Bonita|3505302|Teatro Profa. Zita de Marchi|1024|Rua João Grim, 222| |17340-000|R|JOAO GRIM| |222| | |17340-000|14|641-1790| | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|374| |1982| |16-SEP-2002
822|3501800|-48.562082|-20.573386|1|SP|Barretos|3505500|Teatro Jorge Andrade|1018|Avenida Prof. Roberto Frade Monte, 389|Aeroporto|14783-226|AV|PROFESSOR ROBERTO FRADE MONTE| |389| |AEROPORTO|14783-226|17|322-6411|322-6205|322-6205|conselho@feb.br| |Pública|Municipal|1|1.3|1.3.1| |1|0|Arena|729| |1982| |16-SEP-2002
823|3501900|-47.591717|-20.891802|1|SP|Batatais|3505906|Teatro Municipal Fausto Bellini Degani|180|Rua Senador Feijó, s/n.|Centro|14300-000|R|SENADOR FEIJO| |S/N| |CENTRO|14300-000|16|3761-7200| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|550| |1979| |16-SEP-2002
824|3502000|-49.05999|-22.336156|2|SP|Bauru|3506003|Salão Nobre da Fac. de Odontologia|1026|Al.Dr.Octávio P. Brisolla, q.9, 75|Vl Jd Planalto|17043-101| |ALDROCTAVIO P BRISOLLA| |75|Q9|VL JD PLANALTO|17043-101|14|223-5623| | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|350| | | |01-JAN-1990
825|3502100|-49.072374|-22.310481|1|SP|Bauru|3506003|Teatro Municipal Celina Lourdes Alves Neves|2176|Avenida Nações Unidas, 8 - 9|Centro|17010-130|AV|NACOES UNIDAS| |8|- 9|CENTRO|17010-130|14|235-1312|235-1092|235-1072|culturabauru@terra.com.br| |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|508| |2000| |16-SEP-2002
826|3502200|-49.054895|-22.322944|1|SP|Bauru|3506003|Teatro SESC - Bauru|2230|Av. Aureliano Cardia, 6-71|Vila Cardia|17013-411|AV|AURELIANO CARDIA| |0| |VILA CARDIA|17013-411|14|3235-1750| |3234-7590|email@bauru.sescsp.org.br|www.sescsp.org.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|135| |1977| |27-FEB-2007
827|3502300|-49.05491|-22.327693|2|SP|Bauru|3506003|Teatro Veritas|1025|Rua Irmã Arminda, quadra 10, 50|Jd Brasil|17044-160|R|IRMA ARMINDA| |0|QUADRA 10, 50|JD BRASIL|17044-160|14|235-7000| | | | |Privada| |1|1.3|1.3.2| |1|0|Italiano|407| |1976| |16-SEP-2002
828|3502400|-46.113427|-23.831853|1|SP|Bertioga|3506359|Teatro SESC - Bertioga|2235|Avenida Tomé de Souza, 3.660|Jardim da Praia|11250-000|AV|TOME DE SOUZA| |3660| |JARDIM DA PRAIA|11250-000|13|3319-7700| |3319-7701|email@bertioga.sescsp.org.br|www.sescsp.org.br|Privada| |1|1.3|1.3.2| |1| |Italiano|400| |1948| |28-FEB-2007
829|3502500|-50.332809|-21.297069|1|SP|Birigui|3506508|Teatro SESI - Birigui|2412|Av. José Agostinho Rossi, 620|Pq. Pinheiro|16203-020|AV|JOSE AGOSTINHO ROSSI| |620| |PQ. PINHEIRO|16203-020|18|3642-4270| | |ce148@sesisp.org.br|www.sesisp.org.br/birigui|Privada| |1|1.3|1.3.2| |1| |Italiano|210| | | |05-AUG-2008
830|3502600|-48.441441|-22.883354|2|SP|Botucatu|3507506|Teatro Municipal Camillo Fernandez Dinucci|2148|Praça Coronel Moura, 27|Centro|18600-430|PCA|CORONEL MOURA| |27| |CENTRO|18600-430|14|6822-0133|6822-1489|6822-0133| | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|527|04-JUL-1996|1996| |16-SEP-2002
831|3502700|-45.008432|-22.661868|1|SP|Cachoeira Paulista|3508603|Teatro Municipal de Cachoeira Paulista|182|Rua Marechal Deodoro, 54| |12630-000|R|MARECHAL DEODORO| |54| | |12630-000|12|561-4475| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|102| |1883| |16-SEP-2002
832|3502800|-47.053548|-22.902447|2|SP|Campinas|3509502|Centro de Convivência Cultural - Arena|2195|Praça Imprensa Fluminense, 51|Centro|13015-330|PCA|IMPRENSA FLUMINENSE| |51| |CENTRO|13015-330|19|252-5857| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Arena|9000| |1988| |15-SEP-2002
833|3502900|-47.05354|-22.902457|2|SP|Campinas|3509502|Centro de Convivência Cultural - Teatro|805|Praça Imprensa Fluminense, 51|Centro|13015-330|PCA|IMPRENSA FLUMINENSE| |51| |CENTRO|13015-330|19|252-5857| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|526|07-SEP-1976|1976| |15-SEP-2002
834|3503000|-47.052783|-22.908578|1|SP|Campinas|3509502|Confraria da Dança Ltda|2080|Rua Gal. Marcondes Salgado, 230|Bosque|13015-220|R|GENEREAL MARCONDES SALGADO| |230| |BOSQUE|13015-220|19|3234-3915| | |confrariadadanca@terra.com.br| |Privada| |1|1.3|1.3.2| |1|0|Arquitetônico Alternativo|70| |1996| |16-SEP-2002
835|3503100|-46.976011|-22.884078|2|SP|Campinas|3509502|TAO - Teatro Arte e Ofício|149|Rua Cons. Antônio Prado, 529|Sousas|13130-010|R|CONSELHEIRO ANTONIO PRADO| |529| |SOUSAS|13130-010|19| | | | | |Privada| |1|1.3|1.3.2| |9| |Italiano|187| | | |01-JAN-1990
836|3503200|-46.976223|-22.884199|2|SP|Campinas|3509502|Teatro Arte e Ofício|2174|Rua Conselheiro Antonio Prado, 503/529|Vila Nova|13075-000|R|CONSELHEIRO ANTONIO PRADO| |0| |VILA NOVA|13075-000|19| | | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|187| | | |31-MAR-1988
837|3503300|-47.046219|-22.831683|1|SP|Campinas|3509502|Teatro da Vila Padre Anchieta|1040|Av. Cardeal D. Agnelo Rossi, s/n|Padre Anchieta|13068-211|AV|CARDEAL D AGNELO ROSSI| |S/N| |PADRE ANCHIETA|13068-211|19|3781-0382| | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|300| |1982| |16-SEP-2002
